Player,Tm,PER,BPM,VORP,WS,Team Mar,Year
Reggie Geary,SAS,6.8,-2.3,-0.1,0.3,3.71,1998
Keith Askins,MIA,5.5,-0.7,0.2,0.7,5.83,1998
Chris Anstey,DAL,13.2,-3.0,-0.2,0.6,-6.94,1998
Lucious Harris,NJN,10.4,-1.0,0.2,1.1,2.13,1998
Terry Cummings,PHI,12.9,-3.1,-0.2,1.4,-2.19,1998
Adonal Foyle,GSW,9.2,-5.1,-0.5,-0.1,-9.89,1998
Darvin Ham,WAS,9.2,-1.7,0.0,0.9,1.16,1998
Cedric Ceballos,PHO,19.2,0.6,0.4,2.1,4.95,1998
Anfernee Hardaway,ORL,15.9,0.1,0.3,1.1,-0.65,1998
Tyus Edney,BOS,17.8,-1.9,0.0,1.4,-2.16,1998
Otis Thorpe,SAC,14.4,-0.9,0.2,1.1,-6.43,1998
Rick Brunson,POR,9.6,-2.9,-0.1,0.6,0.92,1998
Joe Wolf,DEN,5.1,-6.4,-0.7,-0.5,-13.11,1998
Todd Fuller,GSW,11.8,-7.7,-0.9,0.7,-9.89,1998
Jud Buechler,CHI,14.1,0.6,0.4,1.9,8.0,1998
Martin Muursepp,DAL,14.9,-1.0,0.2,1.4,-6.94,1998
Emanual Davis,HOU,9.2,-3.8,-0.3,0.3,-1.42,1998
Walt Williams,POR,14.0,-0.2,0.3,1.4,0.92,1998
Theo Ratliff,DET,13.0,0.9,0.4,1.4,2.19,1998
Brian Evans,ORL,12.0,-2.3,0.0,0.8,-0.65,1998
Ledell Eackles,WAS,12.2,-3.7,-0.2,1.0,1.16,1998
Latrell Sprewell,GSW,15.1,-1.6,0.1,0.4,-9.89,1998
David Wingate,SEA,8.6,-4.1,-0.3,0.3,6.79,1998
Eric Riley,DAL,11.2,-3.2,-0.2,0.3,-6.94,1998
Chris Morris,UTA,14.7,-0.9,0.1,1.0,6.45,1998
Mahmoud Abdul-Rauf,SAC,10.5,-6.8,-0.6,-0.3,-6.43,1998
Jerald Honeycutt,MIL,11.8,-2.8,-0.1,0.3,-1.51,1998
Terry Cummings,NYK,14.6,-2.0,0.0,1.1,3.05,1998
Carl Herrera,SAS,8.1,-4.8,-0.4,0.1,3.71,1998
Brian Shaw,PHI,10.0,-2.9,-0.1,0.4,-2.19,1998
Cory Alexander,SAS,11.1,-1.1,0.1,0.7,3.71,1998
Dennis Scott,PHO,11.9,-1.6,0.1,1.0,4.95,1998
Reggie Jordan,MIN,15.3,2.1,0.5,1.2,0.12,1998
Ed Gray,ATL,13.0,-3.3,-0.2,0.8,4.25,1998
Aaron McKie,DET,10.1,-0.4,0.2,0.7,2.19,1998
Vernon Maxwell,CHH,13.2,-1.5,0.1,0.8,2.59,1998
Bill Wennington,CHI,9.4,-4.8,-0.3,0.8,8.0,1998
Duane Ferrell,GSW,6.4,-4.4,-0.3,0.0,-9.89,1998
Bobby Hurley,VAN,7.9,-9.1,-0.8,-0.5,-8.07,1998
Jamie Feick,MIL,12.1,-0.3,0.2,0.9,-1.51,1998
Pervis Ellison,BOS,13.1,1.8,0.4,1.1,-2.16,1998
Vincent Askew,POR,6.7,-2.2,0.0,0.2,0.92,1998
Ricky Pierce,MIL,9.8,-5.3,-0.4,0.3,-1.51,1998
Malik Rose,SAS,10.1,-2.6,-0.1,0.4,3.71,1998
Sean Rooks,LAL,13.4,-1.5,0.1,1.1,7.1,1998
Jacque Vaughn,UTA,6.9,-7.3,-0.6,-0.4,6.45,1998
Bobby Hurley,SAC,10.2,-6.7,-0.5,0.0,-6.43,1998
Greg Anderson,ATL,10.4,-1.3,0.1,0.7,4.25,1998
Joe Kleine,CHI,5.5,-5.0,-0.3,0.1,8.0,1998
Bubba Wells,DAL,11.1,-4.7,-0.3,0.1,-6.94,1998
Kenny Anderson,BOS,20.4,0.0,0.2,1.4,-2.16,1998
John Crotty,POR,7.0,-6.5,-0.4,-0.1,0.92,1998
Jon Barry,LAL,13.3,-0.2,0.2,0.9,7.1,1998
John Thomas,BOS,10.2,-2.7,-0.1,0.4,-2.16,1998
Travis Williams,CHH,13.7,-0.7,0.1,0.5,2.59,1998
Cedric Ceballos,DAL,19.4,-1.1,0.1,0.7,-6.94,1998
Duane Causwell,MIA,9.2,-4.4,-0.2,0.5,5.83,1998
Gary Grant,POR,16.1,-0.7,0.1,1.1,0.92,1998
Gary Trent,TOR,14.9,-5.2,-0.3,0.3,-8.95,1998
Mario Bennett,LAL,22.2,2.8,0.4,1.5,7.1,1998
Eric Montross,DET,9.4,-3.9,-0.2,0.6,2.19,1998
Kevin Edwards,NJN,8.1,-3.7,-0.2,0.0,2.13,1998
Popeye Jones,TOR,13.4,-3.7,-0.2,0.3,-8.95,1998
Carlos Rogers,TOR,13.1,-3.1,-0.1,0.5,-8.95,1998
Michael Smith,SAC,12.9,0.1,0.2,0.7,-6.43,1998
Priest Lauderdale,DEN,10.0,-8.1,-0.5,-0.6,-13.11,1998
Harold Ellis,DEN,18.1,-1.2,0.1,0.9,-13.11,1998
Eric Montross,PHI,6.7,-5.4,-0.3,0.1,-2.19,1998
Brian Evans,NJN,12.0,-1.0,0.1,0.7,2.13,1998
David Benoit,ORL,11.8,-4.6,-0.2,0.5,-0.65,1998
David Vaughn,GSW,10.8,-4.7,-0.2,0.0,-9.89,1998
Scot Pollard,DET,13.3,-0.8,0.1,0.9,2.19,1998
Scott Brooks,CLE,13.9,-0.7,0.1,1.0,3.29,1998
Donald Royal,CHH,8.9,-3.4,-0.1,0.5,2.59,1998
Chris Garner,TOR,5.6,-7.3,-0.4,-0.4,-8.95,1998
Robert Pack,DAL,9.0,-5.4,-0.2,-0.6,-6.94,1998
Nate McMillan,SEA,12.7,0.7,0.2,0.8,6.79,1998
Doug Overton,PHI,5.2,-8.2,-0.4,-0.2,-2.19,1998
Carl Thomas,CLE,10.0,-0.7,0.1,0.5,3.29,1998
Chris Robinson,SAC,11.4,-2.7,0.0,0.1,-6.43,1998
Loy Vaught,LAC,7.8,-7.3,-0.4,-0.2,-8.18,1998
Charles Smith,LAC,11.1,-4.6,-0.2,-0.1,-8.18,1998
Brent Barry,MIA,11.2,0.5,0.2,0.7,5.83,1998
Chris Crawford,ATL,20.4,-2.8,-0.1,0.9,4.25,1998
Drew Barry,ATL,10.7,-2.7,0.0,0.3,4.25,1998
Ivano Newbill,VAN,7.6,-6.0,-0.3,-0.1,-8.07,1998
Austin Croshere,IND,7.7,-4.5,-0.2,0.0,6.98,1998
Gerald Madkins,GSW,9.8,-5.4,-0.2,0.3,-9.89,1998
Dickey Simpkins,CHI,11.9,-1.7,0.0,0.7,8.0,1998
Charles O'Bannon,DET,10.5,-3.3,-0.1,0.2,2.19,1998
Zan Tabak,BOS,9.2,-3.1,-0.1,0.2,-2.16,1998
Anthony Miller,ATL,16.4,-1.2,0.0,0.8,4.25,1998
Kiwane Garris,DEN,8.7,-7.9,-0.3,-0.1,-13.11,1998
Anthony Bowie,NYK,12.9,-1.0,0.1,0.7,3.05,1998
Kevin Ollie,ORL,9.9,-6.5,-0.2,0.0,-0.65,1998
Shawn Respert,DAL,10.3,-5.1,-0.2,-0.1,-6.94,1998
Kevin Ollie,DAL,7.9,-7.2,-0.3,-0.1,-6.94,1998
Marty Conlon,MIA,17.2,-0.1,0.1,0.8,5.83,1998
Alvin Williams,TOR,7.3,-6.5,-0.2,0.0,-8.95,1998
Mitchell Butler,CLE,4.8,-4.0,-0.1,0.1,3.29,1998
Anthony Peeler,VAN,15.2,-1.3,0.0,0.4,-8.07,1998
Benoit Benjamin,PHI,12.5,-4.5,-0.1,0.4,-2.19,1998
Anthony Parker,PHI,14.0,-0.8,0.1,0.4,-2.19,1998
Dickey Simpkins,GSW,9.0,-4.4,-0.1,-0.1,-9.89,1998
Mark Pope,IND,3.4,-4.2,-0.1,0.0,6.98,1998
Shawnelle Scott,CLE,10.6,-0.8,0.1,0.5,3.29,1998
Xavier McDaniel,NJN,4.3,-4.4,-0.1,0.0,2.13,1998
Herb Williams,NYK,6.1,-4.0,-0.1,0.2,3.05,1998
Tony Farmer,CHH,13.9,-2.3,0.0,0.4,2.59,1998
Vernon Maxwell,ORL,9.4,-5.8,-0.2,0.0,-0.65,1998
John Thomas,TOR,6.8,-7.8,-0.2,0.0,-8.95,1998
Henry James,CLE,10.6,-5.0,-0.1,0.3,3.29,1998
Marko Milic,PHO,18.4,-0.2,0.1,0.3,4.95,1998
David Vaughn,NJN,12.1,-2.8,0.0,0.4,2.13,1998
Micheal Williams,MIN,13.9,-4.2,-0.1,0.3,0.12,1998
Rony Seikaly,NJN,6.8,-4.7,-0.1,-0.1,2.13,1998
DeJuan Wheat,MIN,13.5,-3.6,-0.1,0.2,0.12,1998
God Shammgod,WAS,9.2,-8.6,-0.2,-0.1,1.16,1998
Bill Curley,MIN,7.8,-3.5,-0.1,0.2,0.12,1998
Eric Williams,DEN,17.0,-4.5,-0.1,0.1,-13.11,1998
Chris Robinson,VAN,4.7,-8.2,-0.2,-0.4,-8.07,1998
Rusty LaRue,CHI,7.3,-5.6,-0.1,0.1,8.0,1998
Brandon Williams,GSW,2.9,-7.9,-0.2,-0.3,-9.89,1998
Carl Thomas,GSW,11.0,-4.7,-0.1,0.1,-9.89,1998
Kevin Edwards,ORL,13.1,-3.6,-0.1,0.1,-0.65,1998
Charles Jones,HOU,7.8,-1.1,0.0,0.2,-1.42,1998
Rex Walters,PHI,9.7,-5.3,-0.1,0.1,-2.19,1998
Litterial Green,MIL,5.4,-8.1,-0.2,-0.1,-1.51,1998
Brooks Thompson,NYK,11.2,-2.9,0.0,0.2,3.05,1998
Lorenzo Williams,WAS,14.1,1.0,0.1,0.4,1.16,1998
Kebu Stewart,PHI,14.0,-5.3,-0.1,0.2,-2.19,1998
Rex Walters,MIA,14.2,-1.4,0.0,0.3,5.83,1998
Johnny Taylor,ORL,4.4,-9.3,-0.2,-0.1,-0.65,1998
Mark West,IND,5.1,-3.7,0.0,0.0,6.98,1998
James Collins,LAC,15.3,-4.8,-0.1,0.0,-8.18,1998
Brad Lohaus,SAS,5.2,-2.7,0.0,0.1,3.71,1998
Dontae' Jones,BOS,3.8,-10.4,-0.2,-0.3,-2.16,1998
Kevin Salvadori,SAC,2.1,-7.2,-0.1,-0.2,-6.43,1998
Randy Livingston,ATL,5.2,-2.9,0.0,0.0,4.25,1998
Lloyd Daniels,TOR,13.5,-5.0,-0.1,0.1,-8.95,1998
Jason Lawson,ORL,21.5,3.9,0.1,0.5,-0.65,1998
Tony Smith,MIL,6.4,-4.9,-0.1,-0.1,-1.51,1998
Tim Legler,WAS,-4.5,-10.5,-0.2,-0.3,1.16,1998
Eric Snow,SEA,2.2,-12.8,-0.2,-0.2,6.79,1998
Kurt Thomas,DAL,6.4,-12.9,-0.2,-0.2,-6.94,1998
Todd Day,MIA,14.8,1.5,0.1,0.1,5.83,1998
Roy Rogers,TOR,3.9,-8.3,-0.1,-0.1,-8.95,1998
Steve Henson,DET,14.1,-5.8,-0.1,0.1,2.19,1998
Brian Oliver,ATL,6.3,-7.3,-0.1,0.0,4.25,1998
Yinka Dare,NJN,4.5,-8.3,-0.1,-0.1,2.13,1998
B.J. Armstrong,GSW,6.3,-5.6,-0.1,-0.1,-9.89,1998
Greg Graham,CLE,2.1,-10.2,-0.1,-0.1,3.29,1998
Stephen Howard,SEA,9.8,-6.4,-0.1,0.0,6.79,1998
Jack Haley,NJN,7.2,-16.8,-0.2,0.0,2.13,1998
Jeff Nordgaard,MIL,11.6,-6.3,-0.1,0.0,-1.51,1998
Tony Dumas,CLE,5.4,-6.3,-0.1,0.0,3.29,1998
Brooks Thompson,PHO,11.4,-2.6,0.0,0.0,4.95,1998
Alton Lister,POR,2.4,-6.4,0.0,0.0,0.92,1998
Sharone Wright,TOR,10.7,-8.3,-0.1,0.0,-8.95,1998
Willie Burton,SAS,21.4,-0.3,0.0,0.2,3.71,1998
Horacio Llamas Grey,PHO,8.6,-12.2,-0.1,-0.1,4.95,1998
Don MacLean,NJN,-6.5,-12.7,-0.1,-0.2,2.13,1998
George Zidek,DEN,12.7,-11.5,-0.1,0.0,-13.11,1998
Larry Robinson,VAN,15.8,-5.8,0.0,0.0,-8.07,1998
Pete Myers,NYK,16.3,3.5,0.1,0.1,3.05,1998
William Cunningham,UTA,8.7,-0.3,0.0,0.1,6.45,1998
Joe Stephens,HOU,17.7,-7.7,-0.1,0.0,-1.42,1998
Roy Rogers,BOS,8.2,-3.8,0.0,0.0,-2.16,1998
Tony Delk,CHH,2.4,-6.9,0.0,0.0,2.59,1998
Spud Webb,ORL,3.2,-8.6,-0.1,-0.1,-0.65,1998
Derek Grimm,SAC,7.9,-6.3,0.0,0.0,-6.43,1998
James Cotton,SEA,12.5,-18.5,-0.1,-0.1,6.79,1998
Charles Smith,MIA,-0.5,-10.1,-0.1,-0.2,5.83,1998
Tim Kempton,TOR,0.4,-7.3,0.0,-0.1,-8.95,1998
Clifford Rozier,MIN,-1.7,-12.8,-0.1,-0.1,0.12,1998
Tim Breaux,MIL,11.6,-4.1,0.0,0.0,-1.51,1998
Antonio Lang,MIA,14.9,-1.3,0.0,0.1,5.83,1998
Lawrence Moten,WAS,-0.2,-13.4,-0.1,-0.1,1.16,1998
Reggie Hanson,BOS,6.9,-2.4,0.0,0.0,-2.16,1998
Carlos Rogers,POR,8.1,-3.0,0.0,0.0,0.92,1998
Troy Hudson,UTA,19.1,1.3,0.0,0.0,6.45,1998
Jeff Grayer,GSW,13.5,0.0,0.0,0.1,-9.89,1998
George Zidek,SEA,2.3,-17.4,-0.1,-0.1,6.79,1998
Donald Royal,ORL,-1.6,-9.5,0.0,-0.1,-0.65,1998
Keith Booth,CHI,13.8,-5.6,0.0,0.0,8.0,1998
Ed Stokes,TOR,6.4,-5.2,0.0,0.0,-8.95,1998
Donald Whiteside,ATL,0.7,-8.7,0.0,0.0,4.25,1998
Muggsy Bogues,CHH,20.6,-0.4,0.0,0.1,2.59,1998
Carl Thomas,ORL,27.8,-2.9,0.0,0.1,-0.65,1998
Tim Kempton,ORL,-5.1,-10.0,0.0,0.0,-0.65,1998
Ben Davis,NYK,7.7,-13.8,0.0,0.0,3.05,1998
Sean Higgins,POR,-15.1,-12.1,0.0,-0.1,0.92,1998
Etdrick Bohannon,IND,-10.3,-12.7,0.0,-0.1,6.98,1998
Jeff Grayer,CHH,-20.0,-24.2,-0.1,-0.1,2.59,1998
Jimmy Oliver,WAS,19.7,-0.5,0.0,0.0,1.16,1998
Tom Chambers,PHI,31.5,4.8,0.0,0.1,-2.19,1998
Shea Seals,LAL,4.9,-21.1,0.0,-0.1,7.1,1998
Dontonio Wingfield,POR,-7.1,-22.7,0.0,-0.1,0.92,1998
David Vaughn,CHI,23.3,-7.0,0.0,0.0,8.0,1998
Bob McCann,TOR,-7.3,-19.4,0.0,0.0,-8.95,1998
Michael McDonald,CHH,-22.1,-17.9,0.0,-0.1,2.59,1998
Adrian Caldwell,DAL,0.0,-7.5,0.0,0.0,-6.94,1998
William Cunningham,PHI,33.3,-21.7,0.0,0.0,-2.19,1998
Jason Kidd,PHO,22.5,5.5,6.4,8.1,2.65,1999
Michael Finley,DAL,19.2,2.4,3.7,5.4,-2.75,1999
Shareef Abdur-Rahim,VAN,20.7,1.3,2.8,4.6,-10.04,1999
Scottie Pippen,HOU,16.8,3.5,4.5,4.9,1.5,1999
Gary Payton,SEA,23.1,5.1,5.9,7.2,-1.6,1999
Allen Iverson,PHI,22.2,4.5,5.3,7.2,2.79,1999
Tim Duncan,SAS,23.2,4.6,5.3,8.7,8.13,1999
Anfernee Hardaway,ORL,16.7,3.5,4.4,5.0,3.42,1999
Antonio McDyess,DEN,21.7,0.4,1.9,4.2,-7.52,1999
Mitch Richmond,WAS,15.5,-0.3,1.3,3.3,-1.96,1999
Kobe Bryant,LAL,18.9,2.2,3.3,5.2,2.78,1999
Grant Hill,DET,23.9,5.7,5.9,7.3,4.74,1999
David Wesley,CHH,16.9,1.8,2.9,4.8,0.68,1999
Karl Malone,UTA,25.6,6.4,6.3,9.6,6.31,1999
Dikembe Mutombo,ATL,18.8,4.1,4.6,7.9,3.23,1999
Allan Houston,NYK,13.1,-0.9,0.9,2.9,1.6,1999
Jason Williams,SAC,12.8,-0.4,1.2,2.1,-1.08,1999
Nick Van Exel,DEN,16.7,-2.0,0.0,2.2,-7.52,1999
Reggie Miller,IND,18.7,3.3,3.9,6.4,4.47,1999
Hakeem Olajuwon,HOU,23.1,2.4,3.2,6.5,1.5,1999
Kevin Garnett,MIN,22.4,5.3,5.4,5.4,-0.12,1999
Tim Hardaway,MIA,18.8,3.1,3.8,5.4,6.0,1999
Bryon Russell,UTA,14.1,3.2,3.8,5.6,6.31,1999
Doug Christie,TOR,16.9,1.8,2.8,4.2,-1.62,1999
Detlef Schrempf,SEA,18.4,1.6,2.6,5.8,-1.6,1999
Mookie Blaylock,ATL,16.7,4.7,4.9,4.7,3.23,1999
Vlade Divac,SAC,18.0,2.4,3.2,5.2,-1.08,1999
Vince Carter,TOR,19.6,1.6,2.6,5.0,-1.62,1999
Mike Bibby,VAN,14.8,-2.3,-0.2,1.3,-10.04,1999
Lindsey Hunter,DET,13.9,1.8,2.8,4.0,4.74,1999
Alonzo Mourning,MIA,24.6,4.3,4.6,7.9,6.0,1999
Clifford Robinson,PHO,18.3,2.6,3.4,5.3,2.65,1999
Ray Allen,MIL,18.9,2.9,3.5,5.2,1.74,1999
Chris Webber,SAC,19.5,2.8,3.4,3.6,-1.08,1999
Eric Snow,PHI,12.9,0.0,1.4,3.8,2.79,1999
Shaquille O'Neal,LAL,30.6,5.7,5.4,9.0,2.78,1999
John Starks,GSW,13.9,1.1,2.1,3.0,-3.0,1999
Damon Stoudamire,POR,14.7,0.4,1.6,3.6,6.26,1999
Avery Johnson,SAS,14.0,-1.2,0.5,3.9,8.13,1999
Horace Grant,ORL,13.3,1.1,2.1,4.1,3.42,1999
Toni Kukoc,CHI,18.6,2.5,3.1,2.8,-9.61,1999
Hersey Hawkins,SEA,14.0,1.3,2.2,3.5,-1.6,1999
Larry Johnson,NYK,14.6,2.4,3.0,4.9,1.6,1999
Charles Oakley,TOR,10.8,-0.4,1.1,2.1,-1.62,1999
Paul Pierce,BOS,19.2,3.5,3.7,4.9,-2.21,1999
Rod Strickland,WAS,20.2,2.7,3.2,4.1,-1.96,1999
Theo Ratliff,PHI,16.9,1.5,2.3,5.4,2.79,1999
Dan Majerle,MIA,10.2,1.9,2.6,3.5,6.0,1999
P.J. Brown,MIA,15.8,1.6,2.4,5.1,6.0,1999
Kendall Gill,NJN,14.8,0.9,1.9,2.6,-3.49,1999
Nick Anderson,ORL,15.3,1.3,2.2,3.9,3.42,1999
Glenn Robinson,MIL,19.7,0.8,1.8,4.0,1.74,1999
Keith Van Horn,NJN,19.6,-0.9,0.8,3.7,-3.49,1999
Bobby Phills,CHH,14.4,1.5,2.3,3.0,0.68,1999
Kerry Kittles,NJN,13.5,-0.3,1.1,1.8,-3.49,1999
Tom Gugliotta,PHO,20.0,2.3,2.8,5.4,2.65,1999
Michael Dickerson,HOU,11.5,-1.7,0.2,2.2,1.5,1999
Charlie Ward,NYK,13.2,2.2,2.7,3.1,1.6,1999
David Robinson,SAS,24.9,6.9,5.7,8.4,8.13,1999
Ron Mercer,BOS,13.5,-2.7,-0.4,1.3,-2.21,1999
Antoine Walker,BOS,17.0,1.1,2.0,2.6,-2.21,1999
Matt Geiger,PHI,17.1,0.3,1.5,4.7,2.79,1999
Otis Thorpe,WAS,15.0,1.2,2.0,3.7,-1.96,1999
Charles Barkley,HOU,23.1,5.3,4.6,6.8,1.5,1999
Brian Grant,POR,17.0,2.0,2.5,5.9,6.26,1999
Cedric Henderson,CLE,9.9,-1.7,0.2,0.5,-1.3,1999
Sean Elliott,SAS,12.6,0.2,1.4,3.5,8.13,1999
Maurice Taylor,LAC,15.2,-3.6,-1.0,0.7,-9.98,1999
Darrell Armstrong,ORL,22.2,5.5,4.7,6.4,3.42,1999
Chauncey Billups,DEN,15.1,-0.2,1.1,2.3,-7.52,1999
Olden Polynice,SEA,11.8,-2.1,0.0,2.0,-1.6,1999
Shawn Kemp,CLE,23.6,4.3,3.9,6.3,-1.3,1999
Cuttino Mobley,HOU,12.2,-0.9,0.7,2.3,1.5,1999
Dickey Simpkins,CHI,13.4,-2.0,0.0,2.9,-9.61,1999
Jeff Hornacek,UTA,17.8,2.9,2.9,5.3,6.31,1999
Juwan Howard,WAS,17.1,0.9,1.7,2.8,-1.96,1999
Joe Smith,MIN,16.6,0.5,1.5,3.7,-0.12,1999
Danny Fortson,DEN,18.7,-2.0,0.0,4.4,-7.52,1999
Erick Dampier,GSW,11.8,-1.3,0.4,1.5,-3.0,1999
Rasheed Wallace,POR,16.7,1.6,2.1,5.0,6.26,1999
John Stockton,UTA,21.9,3.5,3.2,6.4,6.31,1999
Chris Mills,GSW,13.0,0.3,1.3,3.0,-3.0,1999
Isaiah Rider,POR,13.7,-1.0,0.5,2.5,6.26,1999
Mark Jackson,IND,17.9,1.5,2.0,3.8,4.47,1999
Grant Long,ATL,15.6,1.9,2.2,4.9,3.23,1999
Hubert Davis,DAL,10.9,-2.2,-0.1,1.6,-2.75,1999
Dee Brown,TOR,13.9,0.1,1.2,2.5,-1.62,1999
Dale Davis,IND,16.6,1.4,1.9,4.5,4.47,1999
Corliss Williamson,SAC,14.7,-2.9,-0.5,2.5,-1.08,1999
Terry Porter,MIA,16.9,2.6,2.6,5.0,6.0,1999
Gary Trent,DAL,20.8,0.3,1.3,4.0,-2.75,1999
Arvydas Sabonis,POR,20.4,3.9,3.2,5.8,6.26,1999
Sam Mitchell,MIN,14.1,-1.6,0.2,3.0,-0.12,1999
Wesley Person,CLE,14.4,0.9,1.6,2.6,-1.3,1999
Greg Ostertag,UTA,12.8,1.7,2.0,3.8,6.31,1999
Lamond Murray,LAC,14.3,-3.1,-0.6,0.3,-9.98,1999
George Lynch,PHI,12.8,2.2,2.3,2.6,2.79,1999
Steve Smith,ATL,17.9,3.1,2.8,4.4,3.23,1999
Patrick Ewing,NYK,19.4,-0.8,0.7,3.3,1.6,1999
Chris Childs,NYK,11.1,0.1,1.1,2.9,1.6,1999
Shawn Bradley,DAL,19.6,2.9,2.6,4.2,-2.75,1999
Mario Elie,SAS,14.5,2.8,2.6,4.5,8.13,1999
Tyrone Nesby,LAC,17.0,1.7,2.0,3.1,-9.98,1999
Michael Olowokandi,LAC,11.8,-4.9,-1.5,-0.3,-9.98,1999
Bimbo Coles,GSW,14.8,-1.2,0.4,2.7,-3.0,1999
Antonio Davis,IND,16.7,0.5,1.3,4.0,4.47,1999
Rik Smits,IND,20.2,-0.7,0.7,3.4,4.47,1999
Steve Nash,DAL,10.9,-1.5,0.3,1.0,-2.75,1999
Calbert Cheaney,WAS,8.8,-3.2,-0.6,0.4,-1.96,1999
Isaac Austin,ORL,12.0,-1.5,0.3,1.2,3.42,1999
Donyell Marshall,GSW,16.9,1.0,1.6,3.0,-3.0,1999
George McCloud,PHO,13.6,1.1,1.6,3.3,2.65,1999
Eric Piatkowski,LAC,15.3,-0.5,0.8,2.3,-9.98,1999
Jalen Rose,IND,14.4,-0.4,0.8,1.8,4.47,1999
Stephon Marbury,NJN,21.8,2.0,2.1,4.0,-3.49,1999
Latrell Sprewell,NYK,16.7,0.8,1.4,3.0,1.6,1999
Dale Ellis,SEA,13.1,-1.6,0.2,2.4,-1.6,1999
Ben Wallace,WAS,16.2,1.7,1.9,3.6,-1.96,1999
Felipe Lopez,VAN,11.8,-2.4,-0.2,0.5,-10.04,1999
Kevin Willis,TOR,15.6,-2.1,-0.1,2.4,-1.62,1999
Tariq Abdul-Wahad,SAC,11.8,-2.7,-0.3,1.4,-1.08,1999
Mark Bryant,CHI,12.1,-2.7,-0.3,1.5,-9.61,1999
Bryant Stith,DEN,10.0,-2.5,-0.3,0.5,-7.52,1999
Chucky Brown,CHH,11.6,-2.6,-0.3,1.6,0.68,1999
Jerry Stackhouse,DET,15.2,-1.4,0.3,1.9,4.74,1999
Brevin Knight,CLE,16.6,-0.1,1.0,2.5,-1.3,1999
Danny Manning,PHO,15.4,-0.2,0.9,2.6,2.65,1999
Rex Chapman,PHO,11.8,-2.8,-0.4,0.9,2.65,1999
Kurt Thomas,NYK,13.1,-0.2,0.9,2.5,1.6,1999
Brent Barry,CHI,12.9,-0.2,0.9,1.6,-9.61,1999
Chris Mullin,IND,18.1,4.1,3.0,4.1,4.47,1999
Derrick Coleman,CHH,15.6,-0.9,0.6,2.0,0.68,1999
Bison Dele,DET,15.8,0.3,1.1,2.4,4.74,1999
Jim Jackson,POR,13.1,0.3,1.1,2.5,6.26,1999
Vin Baker,SEA,12.5,-2.9,-0.5,0.4,-1.6,1999
Eddie Jones,CHH,19.8,4.8,3.2,4.0,0.68,1999
Dana Barros,BOS,17.7,0.1,1.0,3.4,-2.21,1999
Jerome Williams,DET,18.2,1.9,1.9,4.8,4.74,1999
Michael Curry,MIL,8.7,-0.9,0.5,1.7,1.74,1999
Tony Massenburg,VAN,15.9,-3.9,-0.9,1.8,-10.04,1999
Alan Henderson,ATL,16.0,-0.5,0.7,3.1,3.23,1999
Randy Brown,CHI,12.6,-2.0,0.0,1.0,-9.61,1999
Lorenzen Wright,LAC,14.7,-1.4,0.3,2.2,-9.98,1999
Elden Campbell,CHH,19.4,2.2,2.0,3.7,0.68,1999
Derek Fisher,LAL,12.1,-0.9,0.5,1.7,2.78,1999
Tony Battie,BOS,15.5,0.7,1.2,3.3,-2.21,1999
Derek Harper,LAL,12.8,-1.3,0.3,2.0,2.78,1999
Cherokee Parks,VAN,9.5,-4.1,-1.0,0.2,-10.04,1999
Joe Dumars,DET,15.1,0.7,1.2,3.2,4.74,1999
Matt Harpring,ORL,13.0,-1.2,0.4,2.6,3.42,1999
Ron Harper,CHI,14.7,0.8,1.3,1.2,-9.61,1999
Tracy McGrady,TOR,20.6,3.7,2.6,3.3,-1.62,1999
Michael Smith,VAN,14.3,0.4,1.1,2.3,-10.04,1999
Vinny Del Negro,MIL,12.3,-2.1,-0.1,1.6,1.74,1999
Shandon Anderson,UTA,12.8,-1.1,0.4,2.0,6.31,1999
Tyrone Corbin,ATL,11.4,-0.3,0.7,2.2,3.23,1999
Danny Ferry,CLE,11.0,-1.4,0.3,1.7,-1.3,1999
Antawn Jamison,GSW,16.6,-1.0,0.4,2.3,-3.0,1999
Jud Buechler,DET,12.2,1.7,1.6,2.9,4.74,1999
Dean Garrett,MIN,13.6,-0.3,0.8,2.9,-0.12,1999
Alvin Williams,TOR,10.4,-3.0,-0.4,1.2,-1.62,1999
Walt Williams,POR,16.3,2.7,2.0,3.7,6.26,1999
Travis Best,IND,14.1,0.0,0.9,2.1,4.47,1999
Clarence Weatherspoon,MIA,17.0,0.3,1.0,4.0,6.0,1999
Howard Eisley,UTA,11.7,-2.5,-0.2,1.3,6.31,1999
Ervin Johnson,MIL,14.5,0.7,1.1,3.0,1.74,1999
Peja Stojakovic,SAC,13.5,-0.9,0.5,1.7,-1.08,1999
Jayson Williams,NJN,14.5,0.7,1.1,2.2,-3.49,1999
Terry Cummings,GSW,16.2,0.1,0.9,2.6,-3.0,1999
Kenny Anderson,BOS,16.7,-1.4,0.2,2.4,-2.21,1999
Vernon Maxwell,SAC,12.6,-2.0,0.0,1.6,-1.08,1999
Chuck Person,CHH,9.6,-2.0,0.0,0.9,0.68,1999
Larry Hughes,PHI,16.7,0.6,1.1,2.4,2.79,1999
Glen Rice,LAL,15.2,-0.3,0.7,2.2,2.78,1999
Derek Anderson,CLE,16.5,0.8,1.2,2.1,-1.3,1999
Rodney Rogers,LAC,14.7,0.4,1.0,1.2,-9.98,1999
